equipment_code,site_code,line_code,equipment_name,equipment_type,area_type,line_class_code,rated_power_kw,commissioning_date,entity_origin,data_class,notes
SITE-NL-01-L04-FIL,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Carbonated Beverage Filler / Capper,FILLER_CAPPER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L04-INS,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L04-LAB,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Labeller,LABELLER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L04-PKR,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L04-CNV,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L04-PAL,SITE-NL-01,SITE-NL-01-L04,SITE-NL-01-L04 Palletiser,PALLETISER,END_OF_LINE,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-BLW,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Blow Moulder,BLOW_MOULDER,PROCESS,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-AIR,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Air Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-FIL,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Juice Beverage Filler / Capper,FILLER_CAPPER,PROCESS,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-INS,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-LAB,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Labeller,LABELLER,PACKAGING,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-PKR,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-CNV,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-NL-01-L05-PAL,SITE-NL-01,SITE-NL-01-L05,SITE-NL-01-L05 Palletiser,PALLETISER,END_OF_LINE,PET_JUICE_1000,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-BLW,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Blow Moulder,BLOW_MOULDER,PROCESS,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-AIR,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Air Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-FIL,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Filler / Capper,FILLER_CAPPER,PROCESS,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-INS,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-LAB,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Labeller,LABELLER,PACKAGING,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-PKR,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-CNV,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L01-PAL,SITE-PL-01,SITE-PL-01-L01,SITE-PL-01-L01 Palletiser,PALLETISER,END_OF_LINE,PET_WATER_STILL_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-BLW,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Blow Moulder,BLOW_MOULDER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-AIR,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Air Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-FIL,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Carbonated Beverage Filler / Capper,FILLER_CAPPER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-INS,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-LAB,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Labeller,LABELLER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-PKR,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-CNV,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L02-PAL,SITE-PL-01,SITE-PL-01-L02,SITE-PL-01-L02 Palletiser,PALLETISER,END_OF_LINE,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-BLW,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Blow Moulder,BLOW_MOULDER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-AIR,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Air Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-FIL,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Carbonated Beverage Filler / Capper,FILLER_CAPPER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-INS,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-LAB,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Labeller,LABELLER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-PKR,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-CNV,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L03-PAL,SITE-PL-01,SITE-PL-01-L03,SITE-PL-01-L03 Palletiser,PALLETISER,END_OF_LINE,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-BLW,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Blow Moulder,BLOW_MOULDER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-AIR,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Air Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-FIL,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Carbonated Beverage Filler / Capper,FILLER_CAPPER,PROCESS,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-INS,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Bottle Inspection,INSPECTION_SYSTEM,QUALITY,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-LAB,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Labeller,LABELLER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-PKR,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Packer / Shrink Wrapper,PACKER,PACKAGING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-CNV,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L04-PAL,SITE-PL-01,SITE-PL-01-L04,SITE-PL-01-L04 Palletiser,PALLETISER,END_OF_LINE,PET_CARBONATED_500,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-DEP,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Can Depalletiser,DEPALLETISER,MATERIAL_HANDLING,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-RIN,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Can Rinser,RINSER,PROCESS,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-FIL,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Can Filler / Seamer,FILLER_SEAMER,PROCESS,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-INS,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Can Inspection,INSPECTION_SYSTEM,QUALITY,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-PKR,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Can Packer,PACKER,PACKAGING,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-CNV,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Pack Conveyor,CONVEYOR,MATERIAL_HANDLING,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-PL-01-L05-PAL,SITE-PL-01,SITE-PL-01-L05,SITE-PL-01-L05 Palletiser,PALLETISER,END_OF_LINE,CAN_ENERGY_250,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,"No manufacturer, model, power rating, or commissioning date assigned."
SITE-DE-01-U-AIR-01,SITE-DE-01,,SITE-DE-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-DE-01-U-WTR-01,SITE-DE-01,,SITE-DE-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-DE-01-U-CHL-01,SITE-DE-01,,SITE-DE-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-NL-01-U-AIR-01,SITE-NL-01,,SITE-NL-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-NL-01-U-WTR-01,SITE-NL-01,,SITE-NL-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-NL-01-U-CHL-01,SITE-NL-01,,SITE-NL-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-PL-01-U-AIR-01,SITE-PL-01,,SITE-PL-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-PL-01-U-WTR-01,SITE-PL-01,,SITE-PL-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-PL-01-U-CHL-01,SITE-PL-01,,SITE-PL-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-CZ-01-U-AIR-01,SITE-CZ-01,,SITE-CZ-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-CZ-01-U-WTR-01,SITE-CZ-01,,SITE-CZ-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-CZ-01-U-CHL-01,SITE-CZ-01,,SITE-CZ-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-FR-01-U-AIR-01,SITE-FR-01,,SITE-FR-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-FR-01-U-WTR-01,SITE-FR-01,,SITE-FR-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-FR-01-U-CHL-01,SITE-FR-01,,SITE-FR-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-ES-01-U-AIR-01,SITE-ES-01,,SITE-ES-01 Compressed Air System,COMPRESSED_AIR_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-ES-01-U-WTR-01,SITE-ES-01,,SITE-ES-01 Process Water Treatment System,WATER_TREATMENT_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
SITE-ES-01-U-CHL-01,SITE-ES-01,,SITE-ES-01 Process Chilled Water System,CHILLED_WATER_SYSTEM,UTILITIES,SITE_UTILITY,,,FICTIONAL_ENTERPRISE,SYNTHETIC_MASTER_DATA,Site-level utility asset; not assigned to an individual production line.
